Building IRN,Building Name,District IRN,District Name,County,Region,Open/Closed Status as of 9/12/2017,School Type,Student Group,Read 3rd Grade 2016-2017 % Proficient or above,Math 3rd Grade 2016-2017 % Proficient or above,Read 4th Grade 2016-2017 % Proficient or above,Math 4th Grade 2016-2017 % Proficient or above,Social Studies 4th Grade 2016-2017 % Proficient or above,Read 5th Grade 2016-2017 % Proficient or above,Math 5th Grade 2016-2017 % Proficient or above,Science 5th Grade 2016-2017 % Proficient or above,Read 6th Grade 2016-2017 % Proficient or above,Math 6th Grade 2016-2017 % Proficient or above,Social Studies 6th Grade 2016-2017 % Proficient or above,Read 7th Grade 2016-2017 % Proficient or above,Math 7th Grade 2016-2017 % Proficient or above,Read 8th Grade 2016-2017 % Proficient or above,Math 8th Grade 2016-2017 % Proficient or above,Science 8th Grade 2016-2017 % Proficient or above,History End of Course 2016-2017 % Proficient or Above,Government End of Course 2016-2017 % Proficient or Above,Physical Science End of Course 2016-2017 % Proficient or Above,English Language Arts I End of Course 2016-2017 % Proficient or Above,English Language Arts II End of Course 2016-2017 % Proficient or Above,Algebra I End of Course 2016-2017 % Proficient or Above,Geometry End of Course 2016-2017 % Proficient or Above,Integrated Math I End of Course 2016-2017 % Proficient or Above,Integrated Math II End of Course 2016-2017 % Proficient or Above,Biology End of Course 2016-2017 % Proficient or Above,Attendance rate 2016-2017,4-Year Longitudinal Graduation Rate - Class of 2016,5-Year Longitudinal Graduation Rate - Class of 2015,Enrollment,% of Total Enrollment,Watermark
025353,Monroeville Elementary School,047712,Monroeville Local,Huron,Region 2,Open,Elementary School,Disadvantaged,45.0,45.0,63.6,54.5,72.7,21.4,7.1,35.7,46.2,30.8,69.2,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.3,NC,NC,113,35.0,
025353,Monroeville Elementary School,047712,Monroeville Local,Huron,Region 2,Open,Elementary School,NonDisadvantaged,76.7,56.7,51.6,61.3,77.4,63.6,27.3,63.6,69.7,45.5,75.8,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,210,65.0,
025361,Monroeville High School,047712,Monroeville Local,Huron,Region 2,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,33.3,18.2,30.0,60.0,50.0,62.5,NC,NC,36.0,57.9,12.0,18.8,NC,NC,64.7,94.5,NC,92.3,84,28.5,
025361,Monroeville High School,047712,Monroeville Local,Huron,Region 2,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,37.5,9.5,42.4,51.4,56.3,65.4,91.3,NC,73.6,66.7,35.2,25.5,NC,NC,57.1,>95.0,94.0,>95.0,211,71.5,
025379,Monterey Elementary School,044800,South-Western City,Franklin,Region 11,Open,Elementary School,Disadvantaged,51.4,51.4,44.1,58.8,58.8,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.9,NC,NC,217,43.9,
025379,Monterey Elementary School,044800,South-Western City,Franklin,Region 11,Open,Elementary School,NonDisadvantaged,70.4,75.9,70.6,88.2,91.2,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,277,56.1,
025387,Montgomery Elementary School,044867,Sycamore Community City,Hamilton,Region 13,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,95.0,NC,NC,31,7.1,
025387,Montgomery Elementary School,044867,Sycamore Community City,Hamilton,Region 13,Open,Elementary School,NonDisadvantaged,92.9,>95.0,>95.0,>95.0,>95.0,NC,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,404,93.1,
025395,Taft Intermediate School,043505,Ashland City,Ashland,Region 7,Open,Elementary School,Disadvantaged,NC,NC,47.7,64.5,79.1,72.0,67.4,76.3,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.6,NC,NC,211,43.1,
025395,Taft Intermediate School,043505,Ashland City,Ashland,Region 7,Open,Elementary School,NonDisadvantaged,NC,NC,77.7,86.9,92.8,84.2,81.5,86.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,278,56.7,
025403,Monticello Elementary School,048751,Huber Heights City,Montgomery,Region 10,Open,Elementary School,Disadvantaged,50.0,52.4,59.6,68.1,78.7,51.1,32.6,40.4,58.1,56.8,58.1,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,337,53.1,
025403,Monticello Elementary School,048751,Huber Heights City,Montgomery,Region 10,Open,Elementary School,NonDisadvantaged,73.2,85.4,71.4,71.4,85.5,67.4,73.9,80.4,55.0,67.5,62.5,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,298,46.9,
025411,Monticello Middle School,043794,Cleveland Heights-University Heights City,Cuyahoga,Region 3,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,38.1,35.6,33.1,27.4,23.1,30.6,23.8,43.5,NC,NC,NC,NC,NC,86.4,92.9,NC,NC,NC,92.2,NC,NC,565,>95.0,
025411,Monticello Middle School,043794,Cleveland Heights-University Heights City,Cuyahoga,Region 3,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
025429,Montpelier Elementary School,045526,Montpelier Exempted Village,Williams,Region 1,Open,Elementary School,Disadvantaged,50.0,65.4,36.8,68.4,89.5,71.8,82.1,61.5,60.6,60.6,69.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.3,NC,NC,257,54.1,
025429,Montpelier Elementary School,045526,Montpelier Exempted Village,Williams,Region 1,Open,Elementary School,NonDisadvantaged,66.7,92.6,76.7,90.0,90.0,94.4,86.1,75.0,93.9,93.9,87.9,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,218,45.9,
025437,Montpelier High School,045526,Montpelier Exempted Village,Williams,Region 1,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,55.6,55.6,50.0,41.4,53.1,68.1,82.9,NC,54.2,62.0,43.8,23.1,NC,NC,71.1,>95.0,80.0,>95.0,211,49.1,
025437,Montpelier High School,045526,Montpelier Exempted Village,Williams,Region 1,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,72.2,69.4,82.5,73.9,82.5,84.6,87.8,NC,64.8,71.1,67.3,45.0,NC,NC,73.3,>95.0,92.1,86.0,219,50.9,
025445,Montrose Elementary School,043620,Bexley City,Franklin,Region 11,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.7,NC,NC,44,10.4,
025445,Montrose Elementary School,043620,Bexley City,Franklin,Region 11,Open,Elementary School,NonDisadvantaged,86.4,90.0,88.0,93.8,>95.0,91.5,71.7,81.4,77.5,79.2,90.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,381,89.6,
025502,Morgan Elementary School,046144,Ross Local,Butler,Region 13,Open,Elementary School,Disadvantaged,73.3,83.3,74.2,90.3,90.3,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,95.0,NC,NC,138,29.6,
025502,Morgan Elementary School,046144,Ross Local,Butler,Region 13,Open,Elementary School,NonDisadvantaged,88.1,>95.0,92.3,92.3,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,328,70.4,
025544,Morgan High School,048777,Morgan Local,Morgan,Region 12,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,68.5,50.0,NC,35.0,30.6,16.0,31.0,NC,NC,46.7,92.1,85.4,84.8,311,53.5,
025544,Morgan High School,048777,Morgan Local,Morgan,Region 12,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,71.0,76.8,NC,41.2,41.1,10.0,30.4,NC,NC,50.0,>95.0,>95.0,93.7,270,46.5,
025577,Morrison Elementary School,048736,Northridge Local,Montgomery,Region 10,Open,Elementary School,Disadvantaged,40.0,59.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.4,NC,NC,402,>95.0,
025577,Morrison Elementary School,048736,Northridge Local,Montgomery,Region 10,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
025585,Morrison Elementary School,043521,Athens City,Athens,Region 16,Open,Elementary School,Disadvantaged,44.4,61.1,47.6,47.6,42.9,52.4,38.1,57.1,58.8,41.2,47.1,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.5,NC,NC,129,31.5,
025585,Morrison Elementary School,043521,Athens City,Athens,Region 16,Open,Elementary School,NonDisadvantaged,74.4,78.9,69.6,78.3,93.5,92.9,92.9,90.5,78.8,64.3,75.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,281,68.5,
025619,Morton Middle School,044958,Vandalia-Butler City,Montgomery,Region 10,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,50.7,64.7,60.3,54.9,42.6,45.6,27.3,63.2,NC,NC,NC,NC,NC,57.1,NC,NC,NC,NC,93.7,NC,NC,220,32.6,
025619,Morton Middle School,044958,Vandalia-Butler City,Montgomery,Region 10,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,69.8,83.7,75.2,74.3,58.8,65.7,35.3,80.4,NC,NC,NC,NC,NC,70.3,>95.0,NC,NC,NC,>95.0,NC,NC,454,67.4,
025650,Mound Elementary School,043786,Cleveland Municipal,Cuyahoga,Region 3,Open,Elementary School,Disadvantaged,4.3,18.6,10.8,8.3,13.9,10.3,0.0,0.0,19.4,0.0,8.6,8.3,16.7,0.0,11.4,2.9,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,89.7,NC,NC,403,>95.0,
025650,Mound Elementary School,043786,Cleveland Municipal,Cuyahoga,Region 3,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
025668,Mound Elementary School,044396,Miamisburg City,Montgomery,Region 10,Open,Elementary School,Disadvantaged,79.2,75.0,61.1,66.7,77.8,83.3,55.6,72.2,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,117,38.6,
025668,Mound Elementary School,044396,Miamisburg City,Montgomery,Region 10,Open,Elementary School,NonDisadvantaged,91.2,94.1,89.5,89.5,94.7,>95.0,90.3,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,186,61.4,
025726,Mt. Airy Elementary School,043752,Cincinnati City,Hamilton,Region 13,Open,Elementary School,Disadvantaged,47.6,70.4,29.1,52.6,32.1,33.7,20.7,19.5,37.2,16.3,32.6,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.0,NC,NC,646,>95.0,
025726,Mt. Airy Elementary School,043752,Cincinnati City,Hamilton,Region 13,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,57.1,28.6,50.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,22,3.3,
025742,Riverdale Elementary School,047514,Riverdale Local,Hancock,Region 6,Open,Elementary School,Disadvantaged,68.4,68.4,74.1,85.2,92.6,74.2,48.4,71.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,98,41.4,
025742,Riverdale Elementary School,047514,Riverdale Local,Hancock,Region 6,Open,Elementary School,NonDisadvantaged,67.5,75.0,75.6,86.7,93.3,74.0,70.0,82.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,139,58.6,
025767,Mount Eaton Elementary School,050583,Southeast Local,Wayne,Region 9,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,49,33.3,
025767,Mount Eaton Elementary School,050583,Southeast Local,Wayne,Region 9,Open,Elementary School,NonDisadvantaged,72.7,90.9,52.9,>95.0,94.1,53.8,53.8,61.5,61.5,75.0,76.9,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.8,NC,NC,98,66.7,
025783,Mt Gilead High School,045534,Mount Gilead Exempted Village,Morrow,Region 7,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,86.5,66.7,NC,51.1,51.3,42.6,29.7,NC,NC,71.4,>95.0,95.0,>95.0,131,39.2,
025783,Mt Gilead High School,045534,Mount Gilead Exempted Village,Morrow,Region 7,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,90.6,80.5,NC,81.6,63.0,46.4,54.2,NC,NC,80.3,>95.0,>95.0,>95.0,203,60.8,
025791,Park Avenue Elementary School,045534,Mount Gilead Exempted Village,Morrow,Region 7,Open,Elementary School,Disadvantaged,45.6,52.6,40.8,73.5,63.3,35.2,37.7,26.9,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.4,NC,NC,303,52.5,
025791,Park Avenue Elementary School,045534,Mount Gilead Exempted Village,Morrow,Region 7,Open,Elementary School,NonDisadvantaged,74.4,76.7,50.0,88.6,77.3,52.8,66.7,47.2,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,274,47.5,
025809,Mt Gilead Middle School,045534,Mount Gilead Exempted Village,Morrow,Region 7,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,44.8,36.2,50.0,31.0,40.5,54.4,43.1,73.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.9,NC,NC,163,55.8,
025809,Mt Gilead Middle School,045534,Mount Gilead Exempted Village,Morrow,Region 7,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,75.0,84.4,90.6,64.7,66.7,50.0,48.3,80.0,NC,NC,NC,NC,NC,>95.0,NC,NC,NC,NC,>95.0,NC,NC,130,44.5,
025817,Mt Healthy High School,044412,Mt Healthy City,Hamilton,Region 13,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,51.5,64.2,18.2,33.1,26.1,22.9,7.1,NC,NC,29.3,90.0,79.6,89.6,764,>95.0,
025817,Mt Healthy High School,044412,Mt Healthy City,Hamilton,Region 13,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,45.5,NC,27.3,10.0,NC,23.1,NC,NC,25.0,82.5,78.7,77.3,28,3.5,
025825,Mt Hope Elementary School,047688,East Holmes Local,Holmes,Region 12,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,40,48.8,
025825,Mt Hope Elementary School,047688,East Holmes Local,Holmes,Region 12,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,80.0,70.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.4,NC,NC,42,51.2,
025841,Mt. Logan Elementary School,043745,Chillicothe City,Ross,Region 15,Open,Elementary School,Disadvantaged,66.7,59.6,26.9,36.4,58.2,54.0,48.0,50.0,40.9,45.5,36.4,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,92.9,NC,NC,439,>95.0,
025841,Mt. Logan Elementary School,043745,Chillicothe City,Ross,Region 15,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
025866,Western Brown High School,046060,Western Brown Local,Brown,Region 14,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,66.4,53.8,NC,48.7,37.1,20.6,26.0,NC,NC,48.5,93.6,87.0,87.3,348,42.2,
025866,Western Brown High School,046060,Western Brown Local,Brown,Region 14,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,79.1,66.9,NC,64.4,59.6,32.3,44.4,NC,NC,62.7,>95.0,91.5,90.6,477,57.8,
025874,The School of One,043786,Cleveland Municipal,Cuyahoga,Region 3,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,68.4,64.0,NC,42.9,36.4,31.8,33.3,NC,NC,17.2,84.9,64.4,71.4,293,>95.0,
025874,The School of One,043786,Cleveland Municipal,Cuyahoga,Region 3,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
025932,Mount Vernon High School,044420,Mount Vernon City,Knox,Region 7,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,18.0,50.0,NC,52.7,41.3,35.7,37.5,NC,NC,51.2,91.2,91.4,80.9,342,33.8,
025932,Mount Vernon High School,044420,Mount Vernon City,Knox,Region 7,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,53.3,66.9,NC,73.3,67.9,55.1,53.3,NC,NC,76.3,>95.0,93.7,94.8,671,66.3,
025940,Mt. Washington Elementary School,043752,Cincinnati City,Hamilton,Region 13,Open,Elementary School,Disadvantaged,74.2,88.7,46.7,66.7,60.0,45.7,47.8,41.3,50.0,50.0,50.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.5,NC,NC,367,92.9,
025940,Mt. Washington Elementary School,043752,Cincinnati City,Hamilton,Region 13,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,73.7,68.4,73.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,28,7.1,
025965,Munroe Elementary School,044883,Tallmadge City,Summit,Region 8,Open,Elementary School,Disadvantaged,46.9,57.1,59.0,71.8,74.4,51.7,44.8,48.3,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.7,NC,NC,123,22.8,
025965,Munroe Elementary School,044883,Tallmadge City,Summit,Region 8,Open,Elementary School,NonDisadvantaged,82.8,87.7,82.4,86.0,89.7,78.4,77.7,83.1,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,417,77.2,
025973,John McIntire Elementary School,045179,Zanesville City,Muskingum,Region 12,Open,Elementary School,Disadvantaged,58.1,68.2,63.8,67.7,80.9,58.7,54.3,68.1,41.5,45.3,45.3,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.7,NC,NC,719,>95.0,
025973,John McIntire Elementary School,045179,Zanesville City,Muskingum,Region 12,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
025981,Munson Elementary School,047183,Chardon Local,Geauga,Region 4,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,80.0,70.0,90.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.8,NC,NC,50,16.0,
025981,Munson Elementary School,047183,Chardon Local,Geauga,Region 4,Open,Elementary School,NonDisadvantaged,90.0,>95.0,91.9,>95.0,>95.0,>95.0,89.9,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,263,84.0,
025999,Muraski Elementary School,044842,Strongsville City,Cuyahoga,Region 3,Open,Elementary School,Disadvantaged,71.4,75.0,60.0,55.0,75.0,66.7,66.7,61.9,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,113,25.9,
025999,Muraski Elementary School,044842,Strongsville City,Cuyahoga,Region 3,Open,Elementary School,NonDisadvantaged,71.7,78.3,79.2,79.2,92.5,79.1,80.6,71.6,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,323,73.9,
026054,North Avondale Montessori Elementary School,043752,Cincinnati City,Hamilton,Region 13,Open,Elementary School,Disadvantaged,77.8,75.0,66.2,73.8,80.0,68.7,64.2,67.2,60.9,34.8,68.2,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,530,90.4,
026054,North Avondale Montessori Elementary School,043752,Cincinnati City,Hamilton,Region 13,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,73.2,61.0,75.6,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,56,9.6,
026070,North Baltimore High School,050708,North Baltimore Local,Wood,Region 1,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,44.4,57.1,NC,53.1,33.3,40.6,36.0,NC,NC,NC,94.0,85.0,94.4,69,42.6,
026070,North Baltimore High School,050708,North Baltimore Local,Wood,Region 1,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,63.6,84.6,NC,82.6,72.0,60.9,62.5,NC,NC,NC,>95.0,>95.0,>95.0,93,57.4,
026104,North Canton Middle School,044503,North Canton City,Stark,Region 9,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,71.0,60.7,75.4,81.0,75.0,52.6,63.6,80.7,NC,NC,NC,NC,NC,92.9,NC,NC,NC,NC,>95.0,NC,NC,197,20.7,
026104,North Canton Middle School,044503,North Canton City,Stark,Region 9,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,83.7,79.6,85.8,88.3,89.1,67.2,76.8,86.6,NC,NC,NC,NC,NC,>95.0,NC,NC,NC,NC,>95.0,NC,NC,756,79.3,
026112,North Central Junior/High School,050641,North Central Local,Williams,Region 1,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,60.0,70.0,76.9,NC,76.9,>95.0,92.3,NC,61.1,38.9,52.0,31.6,NC,NC,64.3,94.8,>95.0,>95.0,87,36.7,
026112,North Central Junior/High School,050641,North Central Local,Williams,Region 1,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,82.6,50.0,42.9,61.1,>95.0,80.0,NC,73.1,68.8,57.1,42.4,NC,NC,92.6,>95.0,>95.0,>95.0,150,63.3,
026120,North College Hill High School,044511,North College Hill City,Hamilton,Region 13,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,37.4,35.6,NC,35.0,19.5,12.9,17.3,NC,NC,22.2,92.4,77.8,80.0,278,75.1,
026120,North College Hill High School,044511,North College Hill City,Hamilton,Region 13,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,51.4,54.0,NC,42.0,25.0,9.4,13.0,NC,NC,27.8,94.0,88.5,80.9,92,24.9,
026211,South Range Elementary School,048363,South Range Local,Mahoning,Region 5,Open,Elementary School,Disadvantaged,88.6,>95.0,85.7,>95.0,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,128,28.4,
026211,South Range Elementary School,048363,South Range Local,Mahoning,Region 5,Open,Elementary School,NonDisadvantaged,92.3,>95.0,89.2,>95.0,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,322,71.6,
026229,South Range High School,048363,South Range Local,Mahoning,Region 5,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,62.9,65.3,NC,64.3,55.6,35.0,39.5,NC,NC,64.5,>95.0,>95.0,>95.0,107,24.4,
026229,South Range High School,048363,South Range Local,Mahoning,Region 5,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,90.9,83.9,NC,90.8,80.4,54.8,68.4,NC,NC,90.7,>95.0,>95.0,>95.0,332,75.6,
026245,North Linden Elementary School,043802,Columbus City,Franklin,Region 11,Open,Elementary School,Disadvantaged,39.4,56.3,33.3,51.5,59.1,55.6,48.1,75.9,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.8,NC,NC,462,>95.0,
026245,North Linden Elementary School,043802,Columbus City,Franklin,Region 11,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
026252,North Elementary School,047886,Madison Local,Lake,Region 4,Open,Elementary School,Disadvantaged,37.9,48.5,52.2,84.8,84.8,64.8,62.3,77.4,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.2,NC,NC,302,50.4,
